id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Наименование,Наименование,1,1,0,short_title
3,Ед.изм.,Ед.изм.,1,1,0,units
4,Св.остаток,Св.остаток,1,1,1,remainder
5,Резерв,Резерв,1,1,0,reserve
6,Остаток,Остаток,1,1,0,balance
