id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Фото,Фото,1,1,0,photo
3,Наименование,Наименование,1,1,0,short_title
4,Цена,Цена,1,1,0,price
5,Ед.изм.,Ед.изм.,1,1,0,units
6,Остаток,Остаток,1,1,0,balance
7,Резерв,Резерв,1,1,0,reserve
