id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Наименование,Наименование,1,1,0,short_title
3,Ед.изм.,Ед.изм.,1,1,0,units
4,Количество,Количество,1,1,0,balance
5,Цена,Цена,1,1,0,price
6,Сумма,Сумма,1,1,0,amount
