id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Артикул,Артикул,1,1,0,sku
3,Наименование,Наименование,1,1,0,short_title
4,Ед.изм.,Ед.изм.,1,1,0,units
5,Количество,Количество,1,1,0,balance
6,Процент,Процент,1,1,0,percent
7,Сумма,Сумма,1,1,0,amount_percent
8,Цена,Цена,1,1,0,price
9,Сумма,Сумма,1,1,0,amount
