id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Наименование,Наименование,1,1,0,short_title
3,Артикул,Артикул,1,1,1,sku
4,Ед.изм.,Ед.изм.,1,1,0,units
5,Цена,Цена,1,1,1,price
