id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Артикул,Артикул,1,1,0,sku
3,Наименование,Наименование,1,1,0,title
4,Ед.изм.,Ед.изм. тов.,1,1,0,units
5,Кол-во. тов.,Кол-во. тов.,1,1,0,balance
6,Цена,Цена,1,1,0,price
7,Скидка,Скидка,1,1,0,percent
8,Сумма,Сумма,1,1,0,amount
