id,title_ru,title_ua,is_sortable,is_visible,order,value
1,ID,ID,1,1,0,convert_id
2,Наименование,Наименование,1,1,0,title
3,Цена,Цена,1,1,0,price
7,Скидка,Скидка,1,1,0,percent
5,Кол-во. тов.,Кол-во. тов.,1,1,0,balance
6,Сумма,Сумма,1,1,0,amount
